OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
624, 233,N2,761 to 233,0,LocalNonCBD,Metro Local and Limited,233,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
625, 233,N3,LATE NIGHT PULL IN,0,LocalNonCBD,Metro Local and Limited,233,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
626, 233,N4,GLENOAKS SHORTLINE,0,LocalNonCBD,Metro Local and Limited,233,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
627, 233,S1,233 LOCAL,1,LocalNonCBD,Metro Local and Limited,233,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
628, 233,S2,233 to 761,1,LocalNonCBD,Metro Local and Limited,233,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
629, 233,S3,FOOVAN START,1,LocalNonCBD,Metro Local and Limited,233,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
630, 233,S4,GLENOAKS SHORTLINE,1,LocalNonCBD,Metro Local and Limited,233,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl,233 Lake View Terr - Sherman Oaks Via Van Nuys Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
631, 234,N1,234 VARIANT,0,LocalNonCBD,Metro Local and Limited,234,234 Sylmar - Sherman Oaks Via Sepulveda Bl,234 Sylmar - Sherman Oaks Via Sepulveda Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
632, 234,S1,234 VARIANT,1,LocalNonCBD,Metro Local and Limited,234,234 Sylmar - Sherman Oaks Via Sepulveda Bl,234 Sylmar - Sherman Oaks Via Sepulveda Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
633, 234,S4,MACLAY & 4TH,1,LocalNonCBD,Metro Local and Limited,234,234 Sylmar - Sherman Oaks Via Sepulveda Bl,234 Sylmar - Sherman Oaks Via Sepulveda Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
634, 236,E1,236 END TO END,2,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
635, 236,E2,237 WOODLEY,2,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
636, 236,E3,DEVONSHIRE BALBOA L.O.,2,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
637, 236,E4,BALBOA HAYNES ARR/LVE,2,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
638, 236,E5,KENNEDY HIGH ARR LVE,2,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
639, 236,E7,237 SHORT LINE,2,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
640, 236,W1,236 END TO END,3,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
641, 236,W2,237 WOODLEY,3,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
642, 236,W3,DEVONSHIRE BALBOA L.O.,3,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
643, 236,W4,236 BALRIN,3,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
644, 236,W5,237 BALRIN SHORTLINE,3,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
645, 236,W7,INDEX START,3,LocalNonCBD,Metro Local and Limited,236,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley,236 Sylmar Sta-Encino- Sherman Oaks Via Balboa-Woodley\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
646, 239,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,239,239 Sylmar Sta - Encino Via White Oak - Zelzah Avs,239 Sylmar Sta - Encino Via White Oak - Zelzah Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
647, 239,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,239,239 Sylmar Sta - Encino Via White Oak - Zelzah Avs,239 Sylmar Sta - Encino Via White Oak - Zelzah Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
648, 239,S3,GRANDA HILLS HIGH,1,LocalNonCBD,Metro Local and Limited,239,239 Sylmar Sta - Encino Via White Oak - Zelzah Avs,239 Sylmar Sta - Encino Via White Oak - Zelzah Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
649, 243,E1,NEW 243 END TO END,2,LocalNonCBD,Metro Local and Limited,243,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
650, 243,W1,NEW 243 END TO END,3,LocalNonCBD,Metro Local and Limited,243,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
651, 243,W2,TAFT ARR/LVE,3,LocalNonCBD,Metro Local and Limited,243,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
652, 243,W3,VENTURA TAMPA,3,LocalNonCBD,Metro Local and Limited,243,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
653, 243,W4,SAT,3,LocalNonCBD,Metro Local and Limited,243,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs,243 Porter Rnch-Woodland Hils Via Tampa - Winnetka Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
654, 245,E1,END TO END EAST,2,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
655, 245,E2,WODLND HIL MDLE ARR/LVE,2,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
656, 245,E3,TAFT H.S. DESOTO,2,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
657, 245,E4,HYBRID TO 150,2,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
658, 245,E5,SUNDAY VENTOP FOR 161,2,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
659, 245,W1,END TO END WEST,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
660, 245,W2,SERTOP TO TOPNOR,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
661, 245,W3,CHATS HS  ARR/LVE,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
662, 245,W4,CHATS HS  ARR/LVE  2,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
663, 245,W5,CHATS HS / CANAGA HS ARR/LVE,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
664, 245,W6,TAFT HIGH SCHOOL,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
665, 245,W7,DESVEN SHORTLINE,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
666, 245,W8,245A,3,LocalNonCBD,Metro Local and Limited,245,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn,245 Chatsworth Sta-Woodlnd Hls Via De Soto-Topanga Cyn\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
667, 246,N1,End to End Weekday,0,LocalNonCBD,Metro Local and Limited,246,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
668, 246,N3,Pacific/21st LO,0,LocalNonCBD,Metro Local and Limited,246,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
669, 246,S1,246 End to End,1,LocalNonCBD,Metro Local and Limited,246,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
670, 246,S3,PAC21L,1,LocalNonCBD,Metro Local and Limited,246,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl,246 San Pedro - Harbor Gateway Trans Ctr Via Avalon Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
671, 251,N1,End to End,0,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
672, 251,N2,BUSWAY HOSP. STA.,0,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
673, 251,N2B,MARENGO AND STATE,0,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
674, 251,N3,Palm & Seville,0,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
675, 251,N4,SOTO & 6TH AR/LV SCH,0,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
676, 251,N6,OWL TO AVE.28,0,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
677, 251,S1,End to End,1,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
678, 251,S2,BUSWAY HOSP. STA.,1,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
679, 251,S3,Palm & Seville,1,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
680, 251,S4,Nightingale M. School,1,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
681, 251,S5,OWL,1,LocalNonCBD,Metro Local and Limited,251,251 Cypress Park- Long Bch Green Line Sta Via Soto St,251 Cypress Park- Long Bch Green Line Sta Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
682, 252,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,252,252 Lincoln Heights - Boyle Heights Via Soto St,252 Lincoln Heights - Boyle Heights Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
683, 252,N2,SOTO-6TH ARR/LVE,0,LocalNonCBD,Metro Local and Limited,252,252 Lincoln Heights - Boyle Heights Via Soto St,252 Lincoln Heights - Boyle Heights Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
684, 252,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,252,252 Lincoln Heights - Boyle Heights Via Soto St,252 Lincoln Heights - Boyle Heights Via Soto St\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
685, 254,N1,END TO END - NORTHBOUND,0,LocalNonCBD,Metro Local and Limited,254,254 Boyle Hghts-103rd/Watts Twrs Sta Via Lorena-Boyle,254 Boyle Hghts-103rd/Watts Twrs Sta Via Lorena-Boyle\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
686, 254,S1,END TO END - SOUTHBOUND,1,LocalNonCBD,Metro Local and Limited,254,254 Boyle Hghts-103rd/Watts Twrs Sta Via Lorena-Boyle,254 Boyle Hghts-103rd/Watts Twrs Sta Via Lorena-Boyle\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
687, 256,NR,END TO END,0,LocalNonCBD,Metro Local and Limited,256,256 Commerce - Altadena Via Eastern Av- Av 64-Hill Av,256 Commerce - Altadena Via Eastern Av- Av 64-Hill Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
688, 256,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,256,256 Commerce - Altadena Via Eastern Av- Av 64-Hill Av,256 Commerce - Altadena Via Eastern Av- Av 64-Hill Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
689, 256,S2,SCHOOL - WILS H.S. EAST DRUI,1,LocalNonCBD,Metro Local and Limited,256,256 Commerce - Altadena Via Eastern Av- Av 64-Hill Av,256 Commerce - Altadena Via Eastern Av- Av 64-Hill Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
690, 258,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,258,258 Alhambra - Paramount Via Fremont - Eastern Avs,258 Alhambra - Paramount Via Fremont - Eastern Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
691, 258,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,258,258 Alhambra - Paramount Via Fremont - Eastern Avs,258 Alhambra - Paramount Via Fremont - Eastern Avs\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
692, 260,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
693, 260,N3,TO RAYWAO LAYOVER,0,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
694, 260,N4,HUNFRE LATE NIGHT TRIPS,0,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
695, 260,N5,FROM JOSATL LAYOVER,0,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
696, 260,N6,NOT GO UP TO LOMA ALTA,0,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
697, 260,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
698, 260,S2,CECILIA ATLANTIC L.O..,1,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
699, 260,S3,FROM RAYWAO LAYOVER.,1,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
700, 260,S4,HUNFRE LATE NIGHT TRIPS.,1,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
701, 260,S5,TO JOSATL LAYOVER.,1,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
702, 260,S6,FAIR OAKS & ALTADENA,1,LocalNonCBD,Metro Local and Limited,260,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic,260 Altadena - Artesia Sta Via Fair Oaks - Atlantic\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
703, 265,N1,WHITTIER,0,LocalNonCBD,Metro Local and Limited,265,265 Pico Rivera - Lakewood Ctr Mall Via Paramount Bl,265 Pico Rivera - Lakewood Ctr Mall Via Paramount Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
704, 265,S1,LAKEWOOD,1,LocalNonCBD,Metro Local and Limited,265,265 Pico Rivera - Lakewood Ctr Mall Via Paramount Bl,265 Pico Rivera - Lakewood Ctr Mall Via Paramount Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
705, 266,N1,MAIN VARIANT,0,LocalNonCBD,Metro Local and Limited,266,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
706, 266,S1,MAIN VARIANT,1,LocalNonCBD,Metro Local and Limited,266,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
707, 266,S3,ROSEMEAD\VALLEY ARR\LVE,1,LocalNonCBD,Metro Local and Limited,266,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
708, 266,S4,GARVEY ARR. LVE.,1,LocalNonCBD,Metro Local and Limited,266,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead,266 S Madre Villa Sta-Lakewood Ctr Mall Via Rosemead\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
709, 267,N1,267 END TO END,0,LocalNonCBD,Metro Local and Limited,267,267 Pasadena - Altadena - City Of Hope - El Monte Sta,267 Pasadena - Altadena - City Of Hope - El Monte Sta\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
710, 267,N2,264 TO FONLAK,0,LocalNonCBD,Metro Local and Limited,267,267 Pasadena - Altadena - City Of Hope - El Monte Sta,267 Pasadena - Altadena - City Of Hope - El Monte Sta\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
711, 267,S1,267 END TO END,1,LocalNonCBD,Metro Local and Limited,267,267 Pasadena - Altadena - City Of Hope - El Monte Sta,267 Pasadena - Altadena - City Of Hope - El Monte Sta\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
712, 267,S2,264 TO CITHOP,1,LocalNonCBD,Metro Local and Limited,267,267 Pasadena - Altadena - City Of Hope - El Monte Sta,267 Pasadena - Altadena - City Of Hope - El Monte Sta\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
713, 267,S3,FONTANET WAY,1,LocalNonCBD,Metro Local and Limited,267,267 Pasadena - Altadena - City Of Hope - El Monte Sta,267 Pasadena - Altadena - City Of Hope - El Monte Sta\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
