OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
281,  81,N2,LA LOMA L.O,0,LocalCBD,Metro Local and Limited,81,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
282,  81,N5,LINE-UP HILL & 7TH,0,LocalCBD,Metro Local and Limited,81,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
283,  81,S1,END-TO-END,1,LocalCBD,Metro Local and Limited,81,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
284,  81,S2,LA LOMA L.O,1,LocalCBD,Metro Local and Limited,81,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
285,  81,S5,SCHOOL TRIPPER,1,LocalCBD,Metro Local and Limited,81,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
286,  81,S7,LINE-UP HILL & 7TH,1,LocalCBD,Metro Local and Limited,81,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa,81 Eagle Rock- Dwntwn LA- Harbor Fwy Sta Via Figueroa\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
287,  83,N1,EAGLE ROCK - YORK BLVD,0,LocalCBD,Metro Local and Limited,83,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
288,  83,N2,MAPLE LOT-HILL 7TH,0,LocalCBD,Metro Local and Limited,83,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
289,  83,N3,83 OWL TO FIGCOL,0,LocalCBD,Metro Local and Limited,83,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
290,  83,S1,EAGLE ROCK YORK BLVD - LA,1,LocalCBD,Metro Local and Limited,83,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
291,  83,S2,OWL FIGCOL,1,LocalCBD,Metro Local and Limited,83,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
292,  83,S3, SPR7TH - MAPLOT,1,LocalCBD,Metro Local and Limited,83,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av,83 Downtown LA - Eagle Rock Via York Bl - Pasadena Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
293,  84,N1,ELAC T. CENTER - E.ROCK,0,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
294,  84,N2,VERDUGO EAGLEROCK L.O.,0,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
295,  84,N3,BROADWAY 7TH,0,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
296,  84,N5,7TH HILL,0,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
297,  84,N6,MONTEBELLO,0,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
298,  84,NI,INDSTA,0,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
299,  84,S1,E. ROCK - ELAC T. CENTER,1,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
300,  84,S2,VERDUGO EAGLEROCK L.O.,1,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
301,  84,S3,NMS,1,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
302,  84,S5,CESATL P-IN AND INDSTA,1,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
303,  84,S6,BROADWAY 7TH,1,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
304,  84,S7,Eaglerock HS,1,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
305,  84,S8,MONTEBELLO,1,LocalCBD,Metro Local and Limited,84,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st,84 Eagle Rck-Dtw LA-Montbll Via Eagl Rck-Chavez-E.1st\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
306,  90,N1,END TO END-90-,0,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
307,  90,N2,91 WEEKDAY,0,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
308,  90,N3,91 WEEKEND,0,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
309,  90,N4,VERDUGO HILLS HS,0,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
310,  90,N5,NIGHT,0,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
311,  90,N9,90 SUNDAY,0,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
312,  90,S1,END TO END -90-,1,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
313,  90,S2,91 WEEKDAY,1,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
314,  90,S3,91 WEEKEND,1,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
315,  90,S4,90 START FOOFEO,1,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
316,  90,S5,SAN FERNANDO SHORTLINE,1,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
317,  90,S9,90 SUNDAY,1,LocalCBD,Metro Local and Limited,90,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl,90 Downtown LA- Sylmar Via Glendale Av - Foothill Bl\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
318,  92,N1,92 END TO END,0,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
319,  92,N2,OWL SERVICE ONLY,0,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
320,  92,N3,MAIN & 7TH TO TEMGRA,0,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
321,  92,N5,BRABRO ARR/LVE,0,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
322,  92,S1,92 END TO END,1,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
323,  92,S2,OWL SERVICE ONLY,1,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
324,  92,S3,92 TEMGRA TO MAIOLY,1,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
325,  92,S4,92 BRABRO ARR/LVE,1,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
326,  92,S5,TEMGRA TO MAI7TH,1,LocalCBD,Metro Local and Limited,92,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls,92 Dwntwn LA- Burbank Sta Via Glendale - Glenoaks Bls\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
327,  94,N1,END TO END LANSTR,0,LocalCBD,Metro Local and Limited,94,94 Downtown LA - Sun Valley Via San Fernando Rd,94 Downtown LA - Sun Valley Via San Fernando Rd\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
328,  94,N3,NIGHT SERVICE,0,LocalCBD,Metro Local and Limited,94,94 Downtown LA - Sun Valley Via San Fernando Rd,94 Downtown LA - Sun Valley Via San Fernando Rd\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
329,  94,N4,SYLMET,0,LocalCBD,Metro Local and Limited,94,94 Downtown LA - Sun Valley Via San Fernando Rd,94 Downtown LA - Sun Valley Via San Fernando Rd\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
330,  94,S1,END TO END LANSTR,1,LocalCBD,Metro Local and Limited,94,94 Downtown LA - Sun Valley Via San Fernando Rd,94 Downtown LA - Sun Valley Via San Fernando Rd\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
331,  94,S4,From SYLMET,1,LocalCBD,Metro Local and Limited,94,94 Downtown LA - Sun Valley Via San Fernando Rd,94 Downtown LA - Sun Valley Via San Fernando Rd\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
332,  96,N1,END TO END VIA ZOO & MTL,0,LocalCBD,Metro Local and Limited,96,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
333,  96,N2,BYPASS L.A. ZOO,0,LocalCBD,Metro Local and Limited,96,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
334,  96,S1,END TO END VIA ZOO,1,LocalCBD,Metro Local and Limited,96,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
335,  96,S2,BYPASS ZOO,1,LocalCBD,Metro Local and Limited,96,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr,96 Dtwn LA- Burbank Sta Via Griffith Pk Dr\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
336, 102,E1,END TO END_WESEXP,2,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
337, 102,E2,OWL STOCKER,2,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
338, 102,E3,SHORT LINE FIG31O,2,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
339, 102,E4,OWL STOCKER,2,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
340, 102,W1,END TO END_WESEXP,3,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
341, 102,W2,OWL STOCKER,3,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
342, 102,W3,SHORT LINE FIG31O,3,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
343, 102,W4,OWL STOCKER,3,LocalNonCBD,Metro Local and Limited,102,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition,102 LAX Cty Bus Ctr - S Gate Via LA Tijera-Exposition\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
344, 105,N1,END to END,0,LocalNonCBD,Metro Local and Limited,105,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
345, 105,N5,OWL Crenshaw SL - Vermont A/L,0,LocalNonCBD,Metro Local and Limited,105,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
346, 105,N6,WestHollywood Pull-In,0,LocalNonCBD,Metro Local and Limited,105,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
347, 105,S1,END to END,1,LocalNonCBD,Metro Local and Limited,105,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
348, 105,S6,WestHollywood Pull-Out,1,LocalNonCBD,Metro Local and Limited,105,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av,105 W Hollywood - Vernon Via La Cienega Bl - Vernon Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
349, 108,E1,MAIN ROUTE,2,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
350, 108,E2,MESMER & MAJOR,2,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
351, 108,E3,PEACHTREE L.O.,2,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
352, 108,E6,END TO END LIMITED,2,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
353, 108,E7,PEACHTREE L.O. LTD,2,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
354, 108,E8,SLAUSON & GARFIELD,2,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
355, 108,ES,CRENSHAW HIGH,2,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
356, 108,W1,MAIN ROUTE,3,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
357, 108,W3,PEACHTREE LAYOVER,3,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
358, 108,W6,End to End LIMITED,3,LocalNonCBD,Metro Local and Limited,108,108 Marina Del Rey - Pico Rivera Via Slauson Av,108 Marina Del Rey - Pico Rivera Via Slauson Av\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
