DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,21084
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,18358
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,17155
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Charter,Arrival,Domestic,14
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,17601
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Charter,Departure,Domestic,28
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,17583
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,22605
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Charter,Arrival,Domestic,13
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,17754
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Scheduled,Arrival,Domestic,20142
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,18658
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Scheduled,Arrival,International,4122
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Charter,Arrival,International,285
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,20186
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Scheduled,Arrival,International,3884
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Charter,Departure,International,3
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Scheduled,Departure,International,4347
01/10/2021 06:01:37 AM,12/01/2020 12:00:00 AM,Charter,Arrival,Domestic,19
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,Charter,Arrival,Domestic,15
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Charter,Arrival,International,3
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,17777
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Scheduled,Departure,International,657
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Scheduled,Arrival,International,3777
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,19501
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Charter,Departure,International,5
10/27/2020 08:53:01 AM,09/01/2020 12:00:00 AM,Charter,Departure,Domestic,18
04/29/2020 07:14:24 AM,02/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,18991
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,18238
01/22/2020 06:57:11 AM,11/01/2019 12:00:00 AM,Charter,Arrival,Domestic,15
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20721
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,21226
01/30/2019 07:34:09 AM,11/01/2018 12:00:00 AM,Charter,Arrival,Domestic,17
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Charter,Arrival,Domestic,18
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Charter,Departure,International,5
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Scheduled,Departure,International,3830
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Charter,Departure,Domestic,39
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Charter,Arrival,International,9
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Charter,Arrival,International,2
12/10/2019 06:01:20 AM,10/01/2019 12:00:00 AM,Scheduled,Arrival,Domestic,20872
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Charter,Arrival,International,190
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Charter,Departure,International,4
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,17286
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Scheduled,Departure,International,3522
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Scheduled,Departure,International,5363
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Charter,Departure,Domestic,27
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Scheduled,Arrival,International,5195
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Charter,Departure,Domestic,43
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,21109
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Charter,Departure,Domestic,15
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Charter,Arrival,Domestic,26
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Scheduled,Arrival,International,4082
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,20739
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Charter,Departure,Domestic,16
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,17458
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Scheduled,Arrival,International,4948
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Charter,Arrival,Domestic,20
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,20341
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Charter,Arrival,International,11
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Charter,Departure,Domestic,12
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Scheduled,Arrival,International,5567
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Charter,Arrival,International,9
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,17605
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,20246
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Charter,Departure,Domestic,19
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Scheduled,Departure,International,4067
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,21003
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Scheduled,Arrival,International,4522
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Arrival,International,5066
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,20832
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Charter,Departure,Domestic,39
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Charter,Arrival,Domestic,269
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,18204
12/10/2018 06:01:26 AM,10/01/2018 12:00:00 AM,Charter,Arrival,International,2
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Scheduled,Arrival,International,5103
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Charter,Arrival,Domestic,16
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Charter,Departure,Domestic,46
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Scheduled,Arrival,International,3330
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Charter,Arrival,Domestic,32
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Charter,Departure,International,11
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,16828
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Charter,Arrival,International,7
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Charter,Arrival,Domestic,24
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Charter,Departure,Domestic,17
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,17674
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Charter,Departure,Domestic,23
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Charter,Arrival,Domestic,16
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Scheduled,Departure,International,5358
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Charter,Arrival,International,3
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Scheduled,Departure,Domestic,22785
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Scheduled,Arrival,International,3743
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Charter,Departure,Domestic,49
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Charter,Departure,Domestic,18
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,17364
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Scheduled,Departure,International,3928
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Charter,Departure,International,2
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,21052
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Charter,Departure,International,1
12/10/2020 06:01:38 AM,11/01/2020 12:00:00 AM,Charter,Departure,International,0
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Scheduled,Departure,International,3959
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Scheduled,Departure,International,4025
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Charter,Arrival,International,1
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Departure,International,0
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Charter,Arrival,International,9
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Charter,Departure,International,2
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Charter,Arrival,International,6
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,Scheduled,Arrival,International,1185
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Scheduled,Arrival,International,3773
04/18/2018 03:12:41 PM,01/01/2017 12:00:00 AM,Charter,Departure,Domestic,38
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Scheduled,Arrival,International,3901
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Scheduled,Departure,International,3921
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Scheduled,Departure,International,4174
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Charter,Departure,Domestic,12
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,09/01/2017 12:00:00 AM,Scheduled,Departure,International,5290
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,18759
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,17634
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,20347
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,17170
02/02/2021 08:17:02 AM,12/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,10578
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Charter,Arrival,International,6
10/27/2020 08:53:01 AM,09/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,8548
03/10/2019 06:01:32 AM,01/01/2019 12:00:00 AM,Scheduled,Departure,Domestic,20411
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Charter,Departure,International,2
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Charter,Departure,Domestic,22
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,Scheduled,Departure,International,4862
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Charter,Arrival,Domestic,24
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,21658
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Charter,Arrival,Domestic,22
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,20057
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Charter,Departure,Domestic,35
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21353
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Scheduled,Departure,International,1037
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Charter,Departure,Domestic,7
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Charter,Departure,Domestic,3
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Scheduled,Departure,International,3398
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,19159
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Scheduled,Departure,Domestic,21955
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Scheduled,Departure,Domestic,8998
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,20116
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Charter,Arrival,Domestic,33
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,20746
04/18/2018 03:12:41 PM,02/01/2016 12:00:00 AM,Charter,Departure,Domestic,25
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,04/01/2017 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Scheduled,Arrival,Domestic,19310
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Scheduled,Departure,International,4390
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Charter,Departure,Domestic,11
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Scheduled,Arrival,International,6017
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Charter,Arrival,International,8
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Charter,Departure,Domestic,30
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Scheduled,Arrival,International,3830
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,18013
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Scheduled,Departure,International,3731
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Scheduled,Departure,Domestic,20344
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Scheduled,Departure,International,3843
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,18273
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Scheduled,Arrival,International,4941
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Scheduled,Arrival,International,3554
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Scheduled,Arrival,International,3803
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,22664
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Charter,Arrival,Domestic,18
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Scheduled,Arrival,International,4893
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Scheduled,Departure,International,3712
12/26/2018 06:52:40 AM,11/01/2018 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Scheduled,Departure,International,5534
08/10/2018 06:01:24 AM,06/01/2018 12:00:00 AM,Scheduled,Arrival,International,5753
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,21676
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Scheduled,Arrival,Domestic,21395
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,21204
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Departure,International,6
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Charter,Arrival,International,12
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Charter,Arrival,Domestic,41
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Scheduled,Arrival,International,3342
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Charter,Arrival,Domestic,38
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Charter,Arrival,Domestic,4
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Charter,Departure,Domestic,9
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Charter,Departure,International,2
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Charter,Departure,Domestic,28
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Charter,Departure,Domestic,33
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Scheduled,Departure,International,3840
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,20991
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Charter,Arrival,Domestic,10
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,19720
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,22120
08/24/2018 11:01:04 AM,07/01/2018 12:00:00 AM,Charter,Arrival,Domestic,11
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,18157
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Arrival,International,4543
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Scheduled,Arrival,Domestic,22856
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,17334
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,20485
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,Charter,Arrival,International,3
04/18/2018 03:12:41 PM,01/01/2006 12:00:00 AM,Charter,Arrival,International,299
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Charter,Arrival,Domestic,18
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Charter,Departure,International,3
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Charter,Arrival,International,1
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Scheduled,Departure,International,5105
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,18711
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Scheduled,Arrival,Domestic,19952
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Charter,Arrival,International,6
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,Scheduled,Departure,International,5355
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Charter,Arrival,Domestic,33
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,Charter,Arrival,Domestic,16
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,Scheduled,Departure,International,2303
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Scheduled,Departure,Domestic,20539
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Charter,Departure,International,3
12/07/2020 01:58:36 PM,10/01/2020 12:00:00 AM,Scheduled,Departure,International,1515
04/18/2018 03:12:41 PM,04/01/2016 12:00:00 AM,Scheduled,Departure,International,4539
02/02/2021 08:17:02 AM,12/01/2020 12:00:00 AM,Scheduled,Arrival,International,2081
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Charter,Arrival,International,1
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,17208
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,21073
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,20092
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,20539
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,Scheduled,Arrival,Domestic,9883
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Scheduled,Departure,International,3817
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,19548
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Scheduled,Departure,International,3517
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,22112
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,Charter,Departure,Domestic,16
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Charter,Departure,International,4
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Charter,Arrival,International,21
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,20823
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Scheduled,Departure,Domestic,20876
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,19465
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,20191
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Charter,Arrival,International,3
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,Charter,Departure,Domestic,18
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,18769
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Scheduled,Departure,International,4876
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Charter,Arrival,International,3
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Charter,Arrival,Domestic,6
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Charter,Arrival,International,4
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Charter,Arrival,International,2
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,19718
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,19398
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Charter,Departure,Domestic,15
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Charter,Departure,Domestic,9
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Charter,Arrival,Domestic,15
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Charter,Departure,Domestic,53
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Charter,Arrival,Domestic,8
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Charter,Departure,International,1
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Scheduled,Arrival,Domestic,20188
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Charter,Arrival,International,5
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Scheduled,Arrival,Domestic,20501
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Charter,Departure,Domestic,21
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Scheduled,Arrival,International,4084
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Charter,Arrival,International,6
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,17847
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Charter,Departure,Domestic,47
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Scheduled,Arrival,International,3860
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Scheduled,Departure,Domestic,20975
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,Scheduled,Departure,International,5493
